taxon	sp_0000	sp_0001	sp_0002	sp_0003	sp_0004	sp_0005	sp_0006	sp_0007	sp_0008	sp_0009	sp_0010	sp_0011	sp_0012	sp_0013	sp_0014	sp_0015	sp_0016	sp_0017	sp_0018	sp_0019	sp_0020	sp_0021	sp_0022	sp_0023	sp_0024	sp_0025	sp_0026	sp_0027	sp_0028	sp_0029	sp_0030	sp_0031	sp_0032	sp_0033	sp_0034	sp_0035	sp_0036	sp_0037	sp_0038	sp_0039	sp_0040	sp_0041	sp_0042	sp_0043	sp_0044	sp_0045	sp_0046	sp_0047	sp_0048	sp_0049	sp_0050	sp_0051	sp_0052	sp_0053	sp_0054	sp_0055	sp_0056	sp_0057	sp_0058	sp_0059	sp_0060	sp_0061	sp_0062	sp_0063	sp_0064	sp_0065	sp_0066	sp_0067	sp_0068	sp_0069	sp_0070	sp_0071	sp_0072	sp_0073	sp_0074	sp_0075	sp_0076	sp_0077	sp_0078	sp_0079	sp_0080	sp_0081	sp_0082	sp_0083	sp_0084	sp_0085	sp_0086	sp_0087	sp_0088	sp_0089	sp_0090	sp_0091	sp_0092	sp_0093	sp_0094	sp_0095	sp_0096	sp_0097	sp_0098	sp_0099	sp_0100	sp_0101	sp_0102	sp_0103	sp_0104	sp_0105	sp_0106	sp_0107	sp_0108	sp_0109	sp_0110	sp_0111	sp_0112	sp_0113	sp_0114	sp_0115	sp_0116	sp_0117	sp_0118	sp_0119	sp_0120	sp_0121	sp_0122	sp_0123	sp_0124	sp_0125	sp_0126	sp_0127	sp_0128	sp_0129	sp_0130	sp_0131	sp_0132	sp_0133	sp_0134	sp_0135	sp_0136	sp_0137	sp_0138	sp_0139	sp_0140	sp_0141	sp_0142	sp_0143	sp_0144	sp_0145	sp_0146	sp_0147	sp_0148	sp_0149	sp_0150	sp_0151	sp_0152	sp_0153	sp_0154	sp_0155	sp_0156	sp_0157	sp_0158	sp_0159	sp_0160	sp_0161	sp_0162	sp_0163	sp_0164	sp_0165	sp_0166	sp_0167	sp_0168	sp_0169	sp_0170	sp_0171	sp_0172	sp_0173	sp_0174	sp_0175	sp_0176	sp_0177	sp_0178	sp_0179
sp_0042	0.518254	0.444631	0.544087	0.468573	0.404893	0.726234	0.590533	0.547789	0.690288	0.652893	0.650109	0.520016	0.551812	0.702103	0.516157	0.682796	0.357299	0.643239	0.425622	0.478009	0.548298	0.377525	0.413511	0.522572	0.656905	0.385269	0.671639	0.693407	0.362679	0.503376	0.642616	0.655293	0.346674	0.460701	0.685849	0.542801	0.530755	0.643959	0.505105	0.719740	0.519227	0.510539	0.000000	0.543636	0.437181	0.636350	0.517029	0.575317	0.497070	0.428104	0.496481	0.569659	0.456824	0.593403	0.476748	0.693322	0.655536	0.470108	0.480194	0.671657	0.660168	0.502051	0.572715	0.625871	0.599198	0.787372	0.561715	0.766466	0.443070	0.441410	0.468936	0.513269	0.572506	0.525573	0.559352	0.523006	0.529554	0.699154	0.484771	0.751622	0.664908	0.531004	0.506663	0.596087	0.729906	0.588269	0.386778	0.544038	0.635356	0.710086	0.463450	0.699933	0.601789	0.616650	0.486008	0.529702	0.421417	0.543880	0.673436	0.490249	0.540748	0.597375	0.604839	0.672903	0.524354	0.679835	0.555195	0.449682	0.427204	0.564788	0.607902	0.578922	0.700990	0.666906	0.625086	0.658901	0.757334	0.654020	0.488093	0.598237	0.517999	0.645299	0.487058	0.615068	0.682285	0.566984	0.714164	0.448174	0.608572	0.561305	0.565143	0.463615	0.638699	0.755880	0.642356	0.781912	0.628913	0.573631	0.581507	0.541751	0.550521	0.577753	0.562309	0.528380	0.503323	0.658822	0.474163	0.607910	0.593731	0.368066	0.370920	0.548395	0.693090	0.647096	0.582918	0.661024	0.639590	0.610098	0.656099	0.458985	0.702456	0.615027	0.377137	0.596433	0.510609	0.572707	0.547940	0.468249	0.627677	0.588531	0.718978	0.538791	0.448518	0.458729	0.476661	0.617019	0.546237	0.805096	0.491615	0.534757
sp_0043	0.411243	0.582609	0.456908	0.351530	0.360934	0.455462	0.328613	0.273364	0.676000	0.383288	0.235189	0.477041	0.473158	0.589794	0.491885	0.413675	0.441915	0.550960	0.518383	0.562398	0.463415	0.324580	0.438622	0.367558	0.574537	0.422322	0.449636	0.456499	0.491033	0.587503	0.446055	0.641078	0.502346	0.398354	0.479068	0.495070	0.543049	0.485873	0.340234	0.513049	0.432177	0.400616	0.543636	0.000000	0.271875	0.569887	0.563651	0.480476	0.441507	0.332098	0.515163	0.649102	0.520354	0.520271	0.478582	0.635681	0.515363	0.385149	0.535793	0.546772	0.676088	0.399778	0.443633	0.495418	0.589547	0.682037	0.455017	0.654997	0.364079	0.363738	0.405963	0.515809	0.439765	0.546877	0.553074	0.536123	0.486226	0.636364	0.249992	0.730928	0.524202	0.411318	0.620365	0.308199	0.594461	0.476222	0.336391	0.377449	0.633945	0.555826	0.456775	0.474534	0.520849	0.326763	0.407094	0.604775	0.492396	0.409197	0.469700	0.585123	0.460115	0.298655	0.427424	0.377683	0.514477	0.585958	0.418552	0.400155	0.571933	0.543500	0.384716	0.604749	0.511957	0.602790	0.533825	0.500429	0.636407	0.408896	0.405360	0.309075	0.468112	0.514509	0.512211	0.395772	0.388185	0.439128	0.631569	0.353775	0.534827	0.459582	0.611466	0.376046	0.559453	0.483272	0.506501	0.585982	0.575421	0.414095	0.323715	0.552544	0.575827	0.325147	0.437934	0.523883	0.426502	0.432457	0.664732	0.631961	0.532658	0.437188	0.503721	0.453739	0.376009	0.337305	0.490146	0.643215	0.513942	0.471272	0.684231	0.457494	0.356559	0.620234	0.420325	0.422958	0.443812	0.429060	0.530258	0.361961	0.611204	0.320559	0.397527	0.398818	0.511446	0.470143	0.446331	0.378478	0.399676	0.586650	0.509362	0.555371
sp_0044	0.277933	0.417789	0.282066	0.357875	0.230272	0.487364	0.271409	0.291313	0.465717	0.318177	0.345584	0.382141	0.344437	0.449673	0.315048	0.450080	0.305380	0.474082	0.364288	0.412227	0.280707	0.257198	0.319319	0.264902	0.492251	0.341298	0.422612	0.395656	0.323851	0.377678	0.359683	0.491945	0.313880	0.314588	0.420216	0.335052	0.402566	0.454606	0.293092	0.450372	0.311658	0.276506	0.437181	0.271875	0.000000	0.411976	0.479589	0.398488	0.371875	0.362005	0.380244	0.464039	0.365968	0.380132	0.365323	0.547662	0.397493	0.269524	0.340311	0.471720	0.512246	0.317855	0.437832	0.470406	0.508580	0.590543	0.419332	0.540482	0.265369	0.216806	0.320076	0.394972	0.400755	0.417009	0.463818	0.370686	0.362121	0.470579	0.232349	0.545018	0.485871	0.401128	0.468879	0.288721	0.427584	0.371844	0.234112	0.348880	0.551862	0.456586	0.344542	0.484489	0.384147	0.344524	0.239828	0.509072	0.333835	0.347374	0.346772	0.445083	0.427376	0.264151	0.287542	0.383190	0.344845	0.439536	0.279745	0.336878	0.456479	0.377778	0.306006	0.424850	0.437827	0.572871	0.411363	0.391869	0.544889	0.377320	0.308632	0.221154	0.361035	0.420436	0.364582	0.378275	0.399339	0.366147	0.527962	0.268533	0.351297	0.420095	0.477214	0.407803	0.452722	0.449164	0.421097	0.534162	0.484199	0.335727	0.300733	0.422173	0.413730	0.309168	0.446726	0.404542	0.314510	0.383703	0.562888	0.598845	0.424063	0.301034	0.300257	0.365253	0.401621	0.262496	0.394341	0.504121	0.436842	0.341680	0.504969	0.344390	0.458087	0.446796	0.397652	0.389948	0.289782	0.308067	0.406292	0.284151	0.493152	0.298728	0.374296	0.234453	0.372899	0.339378	0.388081	0.249025	0.402825	0.513139	0.428461	0.459107
sp_0045	0.449697	0.570811	0.431696	0.644191	0.485091	0.687772	0.464000	0.604700	0.537659	0.568944	0.584669	0.575816	0.494239	0.503169	0.377438	0.655431	0.543144	0.526978	0.577602	0.522770	0.428362	0.513427	0.502415	0.425371	0.725623	0.493871	0.616284	0.479731	0.437220	0.553190	0.566789	0.562142	0.496857	0.465514	0.701761	0.557816	0.576984	0.634903	0.562201	0.620467	0.434725	0.476785	0.636350	0.569887	0.411976	0.000000	0.537961	0.614342	0.616657	0.560264	0.456446	0.489832	0.388684	0.581712	0.577912	0.747425	0.608999	0.489447	0.359641	0.545706	0.766465	0.656226	0.541859	0.591781	0.503735	0.641370	0.570302	0.578279	0.563422	0.454456	0.463771	0.416773	0.592104	0.525208	0.760102	0.630458	0.497340	0.516816	0.563511	0.700545	0.650520	0.554113	0.656198	0.488655	0.473633	0.490059	0.495597	0.545973	0.545879	0.748132	0.573855	0.706787	0.507026	0.643372	0.409660	0.673987	0.566025	0.612526	0.426760	0.522115	0.750421	0.584772	0.514614	0.719263	0.585236	0.444113	0.267366	0.539638	0.727949	0.306072	0.472012	0.553478	0.440867	0.811582	0.363724	0.489073	0.515102	0.454021	0.575222	0.408689	0.619200	0.488081	0.513291	0.572573	0.665154	0.455027	0.606921	0.459866	0.488836	0.679385	0.606148	0.614400	0.632732	0.559708	0.512423	0.627888	0.493321	0.553044	0.565157	0.649799	0.491259	0.543608	0.786063	0.573243	0.538573	0.565079	0.677396	0.712400	0.623860	0.420565	0.438682	0.436399	0.508981	0.449702	0.453771	0.573298	0.705522	0.381352	0.481000	0.525527	0.534617	0.529881	0.587246	0.576458	0.477028	0.491315	0.533444	0.515295	0.449502	0.485064	0.624668	0.384195	0.606954	0.518217	0.504029	0.436137	0.722577	0.612305	0.464050	0.699547
sp_0046	0.541789	0.606570	0.515576	0.617136	0.468101	0.695250	0.582015	0.573046	0.704629	0.706721	0.605271	0.702191	0.500825	0.561819	0.568422	0.667029	0.407350	0.767401	0.627116	0.553747	0.467909	0.574397	0.545570	0.552075	0.644494	0.513884	0.749070	0.703604	0.520082	0.616493	0.746363	0.805252	0.502519	0.594352	0.554966	0.555478	0.498962	0.588115	0.584583	0.753682	0.423944	0.442649	0.517029	0.563651	0.479589	0.537961	0.000000	0.614462	0.414359	0.497255	0.597765	0.585493	0.488348	0.698363	0.653919	0.870875	0.794583	0.478481	0.540774	0.770284	0.753645	0.675728	0.522481	0.627140	0.622292	0.767037	0.475524	0.799715	0.588309	0.548825	0.520125	0.524538	0.695142	0.543838	0.758302	0.616553	0.437227	0.774419	0.530026	0.638049	0.581392	0.418976	0.677361	0.543706	0.605626	0.658434	0.551588	0.472541	0.713310	0.869817	0.638389	0.760312	0.611243	0.711740	0.541469	0.473735	0.504756	0.541204	0.665663	0.653164	0.631187	0.650318	0.657875	0.715240	0.708106	0.682551	0.496444	0.548612	0.699209	0.576196	0.593650	0.534562	0.628412	0.751576	0.555767	0.634016	0.711924	0.620121	0.615203	0.530403	0.612807	0.730466	0.560002	0.587914	0.719166	0.409301	0.766287	0.509427	0.462759	0.675594	0.637286	0.579029	0.732005	0.707492	0.572717	0.842913	0.624720	0.568241	0.582462	0.669435	0.508894	0.596529	0.716387	0.431124	0.491882	0.758488	0.597414	0.763019	0.578036	0.406860	0.565803	0.597459	0.608875	0.607661	0.593047	0.571631	0.778777	0.529803	0.698453	0.647438	0.738236	0.622579	0.386398	0.656142	0.664472	0.534849	0.484647	0.498543	0.644104	0.694749	0.736624	0.599475	0.445111	0.641589	0.466849	0.541087	0.574313	0.761912	0.615916	0.645223
sp_0047	0.349952	0.511899	0.419134	0.437796	0.355729	0.557289	0.419379	0.434632	0.533636	0.457224	0.589612	0.498156	0.459200	0.470520	0.514278	0.631980	0.389797	0.437497	0.561100	0.406075	0.455831	0.518357	0.448230	0.301976	0.423996	0.482117	0.389736	0.415614	0.503046	0.560757	0.597327	0.437652	0.456130	0.470498	0.529549	0.418352	0.518847	0.479661	0.451873	0.455304	0.357792	0.302905	0.575317	0.480476	0.398488	0.614342	0.614462	0.000000	0.463874	0.413006	0.570617	0.415374	0.494387	0.490004	0.330119	0.480971	0.525274	0.493625	0.396194	0.537857	0.532271	0.339423	0.509135	0.586202	0.550595	0.767931	0.396665	0.526496	0.528250	0.382136	0.611474	0.484550	0.676078	0.446812	0.454961	0.473255	0.445651	0.599518	0.364831	0.549355	0.442646	0.370524	0.588601	0.530428	0.502093	0.415155	0.426998	0.550062	0.656865	0.625711	0.575220	0.405381	0.590935	0.466235	0.441167	0.592193	0.423856	0.331352	0.413334	0.417200	0.537225	0.493436	0.453918	0.475924	0.534405	0.579791	0.383722	0.245951	0.514612	0.647299	0.494701	0.663087	0.507775	0.544103	0.652883	0.451747	0.705696	0.541429	0.346819	0.533266	0.337987	0.584876	0.326089	0.493144	0.585965	0.422730	0.487820	0.416615	0.469757	0.539790	0.435983	0.528702	0.299848	0.513410	0.363935	0.504853	0.463268	0.214776	0.341977	0.289709	0.517518	0.468389	0.465554	0.585280	0.410259	0.488779	0.593557	0.663755	0.498571	0.489995	0.461866	0.380281	0.478822	0.526229	0.403856	0.604444	0.612302	0.429261	0.593790	0.459399	0.659136	0.485299	0.460165	0.591320	0.419972	0.383125	0.464121	0.484267	0.401988	0.473346	0.602801	0.406826	0.501883	0.411521	0.562269	0.469770	0.342045	0.580573	0.598412	0.536587
sp_0048	0.405674	0.384753	0.311176	0.452432	0.355489	0.469673	0.443781	0.405962	0.575774	0.499129	0.545423	0.561421	0.350903	0.462437	0.497218	0.447225	0.262345	0.599530	0.437364	0.430436	0.412428	0.489463	0.481138	0.517667	0.403526	0.557097	0.513215	0.621603	0.496262	0.539991	0.610512	0.667876	0.427829	0.450009	0.491167	0.395337	0.295678	0.393065	0.454090	0.574575	0.336327	0.281425	0.497070	0.441507	0.371875	0.616657	0.414359	0.463874	0.000000	0.463947	0.440756	0.575203	0.535149	0.438925	0.529408	0.557767	0.608089	0.352214	0.437707	0.613340	0.581480	0.411753	0.394479	0.596364	0.596948	0.635508	0.364262	0.617512	0.446074	0.408774	0.421545	0.481202	0.580183	0.444144	0.585403	0.457450	0.355878	0.667769	0.383720	0.568049	0.434516	0.415032	0.613426	0.358043	0.489493	0.450015	0.467964	0.410781	0.578385	0.682908	0.451894	0.476698	0.541428	0.462261	0.410198	0.399464	0.427731	0.358063	0.526478	0.506874	0.494783	0.454785	0.473870	0.434159	0.498631	0.485795	0.460262	0.427068	0.542776	0.516854	0.443506	0.457337	0.460153	0.678835	0.533798	0.398047	0.551803	0.533971	0.363141	0.470478	0.399178	0.600736	0.465609	0.325388	0.425617	0.331169	0.574289	0.442117	0.351755	0.438544	0.485181	0.461343	0.483012	0.583314	0.418762	0.601937	0.520235	0.421903	0.387943	0.517848	0.516079	0.391287	0.454767	0.360071	0.368217	0.581729	0.418808	0.636126	0.319076	0.371464	0.498408	0.517320	0.466025	0.457082	0.516443	0.529225	0.526808	0.545759	0.757154	0.492990	0.673622	0.544331	0.475133	0.425767	0.519641	0.430566	0.295449	0.304371	0.555223	0.524720	0.470881	0.546774	0.444781	0.519146	0.444426	0.451961	0.432782	0.523322	0.536807	0.406450
sp_0049	0.450361	0.546466	0.499095	0.467923	0.312850	0.587298	0.408882	0.439427	0.728892	0.516490	0.513921	0.533322	0.495186	0.613239	0.536194	0.598157	0.371646	0.551335	0.523705	0.480398	0.546360	0.389262	0.387015	0.340782	0.603392	0.347205	0.500968	0.522967	0.505994	0.648176	0.588276	0.653330	0.431081	0.408185	0.598984	0.569255	0.568319	0.541556	0.425753	0.593398	0.330166	0.425067	0.428104	0.332098	0.362005	0.560264	0.497255	0.413006	0.463947	0.000000	0.535228	0.571252	0.502580	0.618868	0.373625	0.662592	0.605915	0.460357	0.488638	0.521184	0.706075	0.481076	0.401928	0.550522	0.615463	0.803691	0.388333	0.719344	0.445740	0.387887	0.490165	0.444091	0.596338	0.543353	0.611266	0.559115	0.450183	0.719506	0.359265	0.735227	0.560312	0.398264	0.593442	0.489896	0.644311	0.541806	0.354619	0.346737	0.658078	0.685069	0.590401	0.554596	0.536886	0.510952	0.406783	0.595930	0.469303	0.497605	0.511530	0.482151	0.531678	0.516612	0.562888	0.554114	0.551759	0.650945	0.429491	0.338481	0.495814	0.578550	0.511261	0.694474	0.521352	0.601191	0.605256	0.566648	0.736040	0.515009	0.460863	0.457171	0.444960	0.623177	0.488838	0.518244	0.601846	0.469825	0.627455	0.406256	0.590265	0.583065	0.502110	0.447218	0.545824	0.618694	0.524289	0.659780	0.562557	0.358949	0.414336	0.509280	0.524879	0.504739	0.473762	0.524132	0.510091	0.583035	0.621447	0.558740	0.577909	0.455045	0.454874	0.355071	0.472105	0.481926	0.535038	0.660510	0.659815	0.443740	0.644608	0.510171	0.495975	0.594780	0.293881	0.535225	0.507291	0.456614	0.518270	0.493395	0.541444	0.474991	0.585091	0.424356	0.522383	0.431265	0.488555	0.469579	0.450417	0.708302	0.521996	0.625395
sp_0050	0.382689	0.380689	0.268380	0.496376	0.359280	0.569113	0.390674	0.536121	0.570104	0.540758	0.584603	0.471246	0.511451	0.541903	0.389276	0.517240	0.372323	0.459665	0.356030	0.341428	0.488832	0.363813	0.495739	0.476670	0.645095	0.510829	0.480650	0.551918	0.371411	0.479104	0.593326	0.493588	0.403867	0.264985	0.672979	0.465306	0.463885	0.420835	0.572413	0.634457	0.414841	0.427226	0.496481	0.515163	0.380244	0.456446	0.597765	0.570617	0.440756	0.535228	0.000000	0.482432	0.506782	0.421076	0.437824	0.514503	0.528708	0.420910	0.285781	0.518659	0.743326	0.469449	0.483557	0.590564	0.552604	0.539133	0.471581	0.618728	0.405222	0.394484	0.286699	0.484232	0.569395	0.441626	0.633568	0.420374	0.391105	0.474164	0.478443	0.660178	0.691937	0.577129	0.591207	0.318077	0.481055	0.361046	0.403324	0.550704	0.462210	0.664376	0.352165	0.502962	0.486389	0.494850	0.389981	0.504567	0.429718	0.548979	0.444541	0.487140	0.552756	0.444218	0.459045	0.545951	0.381000	0.418477	0.416307	0.467176	0.497749	0.306304	0.403785	0.485637	0.429475	0.756621	0.277419	0.380240	0.448739	0.559180	0.406988	0.496156	0.527254	0.339133	0.412020	0.386344	0.463753	0.425581	0.601515	0.411288	0.445047	0.454241	0.589461	0.519519	0.471761	0.609132	0.457625	0.579558	0.361436	0.561701	0.435028	0.624774	0.470454	0.374257	0.612172	0.456791	0.474358	0.547456	0.489258	0.660200	0.362128	0.321362	0.339833	0.483394	0.436289	0.439430	0.519119	0.662191	0.473679	0.557628	0.670889	0.315979	0.552921	0.512054	0.569397	0.363762	0.389900	0.565878	0.327615	0.370537	0.457018	0.453030	0.479120	0.469509	0.598340	0.356618	0.540890	0.462214	0.623997	0.455588	0.317652	0.563784
sp_0051	0.469756	0.496593	0.411168	0.578273	0.386765	0.728094	0.543884	0.648897	0.568873	0.607073	0.692498	0.527359	0.513496	0.523236	0.507481	0.734085	0.452086	0.456606	0.560594	0.306748	0.509444	0.540097	0.544728	0.357605	0.679343	0.476410	0.487957	0.544809	0.430574	0.470791	0.675384	0.417867	0.491607	0.518299	0.638919	0.460581	0.510273	0.515762	0.576578	0.673214	0.467295	0.374179	0.569659	0.649102	0.464039	0.489832	0.585493	0.415374	0.575203	0.571252	0.482432	0.000000	0.387869	0.585668	0.396719	0.572159	0.647766	0.532729	0.300086	0.569191	0.678202	0.523692	0.552558	0.614742	0.554816	0.794533	0.466293	0.628286	0.593727	0.443663	0.563623	0.548816	0.751230	0.457148	0.654969	0.424126	0.400827	0.509175	0.514250	0.428690	0.644265	0.543884	0.647572	0.584792	0.535632	0.446962	0.437968	0.646503	0.658981	0.701034	0.555848	0.583530	0.554400	0.622919	0.431670	0.574359	0.347099	0.543339	0.409697	0.453580	0.625998	0.626682	0.556309	0.636434	0.553614	0.575397	0.387324	0.395673	0.512144	0.561219	0.491800	0.599323	0.613172	0.781906	0.516234	0.511520	0.666858	0.654724	0.466492	0.611031	0.484158	0.547852	0.319769	0.553329	0.741905	0.502292	0.601603	0.518785	0.469512	0.547421	0.641441	0.655809	0.445551	0.652301	0.421767	0.677736	0.362616	0.491730	0.469761	0.526101	0.375792	0.555287	0.643324	0.538034	0.472932	0.617924	0.569531	0.724933	0.561044	0.415708	0.363498	0.451546	0.561830	0.615245	0.517491	0.682349	0.728101	0.517507	0.515470	0.516682	0.746001	0.506459	0.550664	0.648012	0.506193	0.511311	0.473808	0.529878	0.330597	0.582132	0.724196	0.480873	0.499733	0.463858	0.647426	0.575929	0.579641	0.642324	0.543938	0.605830
sp_0052	0.443362	0.445985	0.458549	0.432346	0.403320	0.676601	0.549262	0.532416	0.564365	0.544037	0.556496	0.497948	0.422854	0.488563	0.354295	0.601565	0.452980	0.514085	0.524165	0.451225	0.364749	0.471166	0.372059	0.346584	0.602311	0.333316	0.551973	0.499608	0.293994	0.449211	0.551500	0.529858	0.418401	0.489432	0.644833	0.498806	0.479201	0.613910	0.396387	0.545532	0.481796	0.365772	0.456824	0.520354	0.365968	0.388684	0.488348	0.494387	0.535149	0.502580	0.506782	0.387869	0.000000	0.501728	0.504867	0.634998	0.622259	0.437746	0.344518	0.530825	0.606144	0.532034	0.537638	0.584201	0.411022	0.777917	0.513981	0.507756	0.543074	0.421954	0.449817	0.419418	0.537684	0.485817	0.643081	0.549511	0.440670	0.549116	0.441918	0.626645	0.492185	0.451277	0.628228	0.534892	0.606412	0.435951	0.357039	0.582362	0.621566	0.677326	0.481734	0.657669	0.595419	0.529129	0.367017	0.521220	0.387224	0.480590	0.434003	0.445460	0.655017	0.556539	0.524124	0.629696	0.570292	0.493090	0.290468	0.406394	0.627844	0.498284	0.413503	0.557680	0.597442	0.783838	0.509859	0.484966	0.550205	0.540750	0.466378	0.494244	0.419304	0.503561	0.408489	0.509820	0.681524	0.440217	0.568204	0.377115	0.471900	0.539480	0.604084	0.525953	0.563819	0.572542	0.445882	0.673568	0.484146	0.500090	0.492472	0.481085	0.446713	0.523685	0.591346	0.567978	0.355546	0.527491	0.544883	0.636937	0.646826	0.324814	0.368691	0.463250	0.577395	0.551693	0.378595	0.559981	0.671070	0.464653	0.429930	0.495841	0.653027	0.571657	0.450271	0.605175	0.472251	0.368394	0.575507	0.385633	0.442829	0.465626	0.672431	0.426609	0.356078	0.542588	0.440372	0.514460	0.525346	0.723489	0.466978	0.468562
sp_0053	0.310098	0.387611	0.341009	0.403829	0.432236	0.575752	0.427170	0.396349	0.421791	0.464292	0.565054	0.434577	0.433573	0.397189	0.376730	0.407508	0.416291	0.506064	0.461613	0.459849	0.366208	0.505837	0.443559	0.501672	0.376080	0.573135	0.476552	0.454495	0.437308	0.433848	0.493289	0.506894	0.414336	0.404242	0.625041	0.426014	0.431170	0.577071	0.497985	0.338521	0.471101	0.396835	0.593403	0.520271	0.380132	0.581712	0.698363	0.490004	0.438925	0.618868	0.421076	0.585668	0.501728	0.000000	0.499698	0.394915	0.462826	0.388039	0.379113	0.483630	0.462235	0.368341	0.619029	0.612965	0.492469	0.573748	0.586350	0.358128	0.473489	0.416327	0.490787	0.489366	0.464526	0.430553	0.510613	0.464866	0.514187	0.501776	0.420496	0.660707	0.499124	0.557690	0.634053	0.411091	0.451753	0.367637	0.466941	0.614067	0.581326	0.594225	0.374959	0.459535	0.603615	0.335990	0.404116	0.524548	0.471192	0.390181	0.425872	0.508807	0.562762	0.366976	0.325275	0.429824	0.351590	0.371640	0.424039	0.499333	0.603032	0.494807	0.398814	0.520406	0.438622	0.715822	0.555922	0.321127	0.422722	0.543804	0.327346	0.480834	0.374467	0.367862	0.421684	0.426605	0.363440	0.464041	0.415834	0.389371	0.369886	0.515609	0.479123	0.543954	0.442293	0.484888	0.471652	0.445231	0.504929	0.478941	0.413621	0.402466	0.558970	0.384668	0.519816	0.566281	0.324845	0.453019	0.557028	0.657737	0.448355	0.469968	0.425049	0.534971	0.521820	0.440087	0.421313	0.487343	0.296146	0.511264	0.619540	0.367498	0.676450	0.551277	0.644144	0.429053	0.318174	0.457740	0.483126	0.306669	0.542808	0.409258	0.417177	0.439204	0.510075	0.476185	0.481577	0.411566	0.489425	0.506931	0.480744	0.352470
sp_0054	0.382392	0.504246	0.404625	0.446747	0.234976	0.646025	0.365101	0.472794	0.627724	0.518601	0.597058	0.400006	0.534383	0.574046	0.489601	0.612765	0.354164	0.446332	0.493562	0.300685	0.543795	0.401106	0.393462	0.277422	0.580998	0.402310	0.404627	0.459237	0.434935	0.490585	0.559314	0.457432	0.361141	0.379418	0.620164	0.478946	0.571815	0.526185	0.522752	0.530916	0.367614	0.409892	0.476748	0.478582	0.365323	0.577912	0.653919	0.330119	0.529408	0.373625	0.437824	0.396719	0.504867	0.499698	0.000000	0.478789	0.488799	0.474268	0.377937	0.435397	0.608613	0.362360	0.550572	0.548754	0.587573	0.785311	0.423393	0.647323	0.457951	0.357525	0.520261	0.541148	0.662513	0.472803	0.504258	0.333890	0.405351	0.524373	0.349661	0.588052	0.640268	0.504759	0.546100	0.497311	0.542496	0.478555	0.288303	0.521889	0.663770	0.589292	0.518501	0.470187	0.541315	0.447740	0.386308	0.549585	0.354537	0.507494	0.405689	0.469515	0.471862	0.467343	0.487490	0.501593	0.372320	0.616451	0.438002	0.358448	0.338240	0.566662	0.447467	0.656537	0.534262	0.593391	0.566169	0.498103	0.721329	0.603070	0.378322	0.530265	0.382991	0.473369	0.351302	0.536389	0.586026	0.523646	0.542512	0.408014	0.506637	0.550395	0.514967	0.588621	0.399297	0.643197	0.487458	0.605267	0.455421	0.361868	0.329544	0.429351	0.456678	0.462625	0.461379	0.529672	0.469647	0.576825	0.631267	0.656326	0.520716	0.484864	0.311442	0.351547	0.468613	0.485174	0.545849	0.687569	0.549502	0.454055	0.576049	0.393781	0.619501	0.482465	0.465361	0.501400	0.373037	0.514078	0.484332	0.497667	0.470434	0.491068	0.570133	0.371017	0.509840	0.270779	0.594704	0.456880	0.433187	0.622118	0.518333	0.590761
sp_0055	0.529152	0.426551	0.455625	0.527875	0.503433	0.628855	0.571014	0.602866	0.631599	0.506277	0.740957	0.502937	0.527967	0.606544	0.598675	0.572165	0.551537	0.398602	0.539972	0.457363	0.642657	0.622709	0.599172	0.560502	0.562562	0.688849	0.312771	0.608078	0.611832	0.610853	0.611674	0.496524	0.597120	0.532995	0.779153	0.546772	0.525228	0.570364	0.564138	0.533177	0.588282	0.473395	0.693322	0.635681	0.547662	0.747425	0.870875	0.480971	0.557767	0.662592	0.514503	0.572159	0.634998	0.394915	0.478789	0.000000	0.565492	0.571060	0.469718	0.440192	0.611419	0.384069	0.586527	0.719466	0.658363	0.805480	0.575183	0.486799	0.620611	0.493766	0.621799	0.648829	0.695124	0.573851	0.629365	0.513141	0.571521	0.592683	0.527494	0.682115	0.600785	0.691863	0.760826	0.570395	0.637296	0.388615	0.531834	0.705594	0.642606	0.615981	0.516469	0.371413	0.685071	0.412243	0.467023	0.671084	0.548154	0.550855	0.437611	0.461007	0.674306	0.567270	0.524907	0.458081	0.456407	0.480273	0.558779	0.500735	0.548929	0.658988	0.481201	0.718240	0.563685	0.855818	0.701500	0.402358	0.592164	0.676110	0.354498	0.682467	0.383696	0.542146	0.516881	0.453686	0.537840	0.628842	0.445534	0.609964	0.598520	0.464945	0.614127	0.661989	0.330349	0.654821	0.489180	0.463872	0.510077	0.519401	0.447953	0.514253	0.652828	0.509201	0.438321	0.672396	0.536903	0.540950	0.555920	0.647343	0.557256	0.607027	0.531542	0.536305	0.566779	0.592077	0.603159	0.750024	0.550160	0.697333	0.784618	0.530720	0.767634	0.654358	0.770457	0.513924	0.516166	0.569243	0.565923	0.503193	0.497164	0.497096	0.535355	0.609800	0.666855	0.549552	0.709176	0.648068	0.596555	0.558523	0.609612	0.455606
